"视频标题","视频BV号","视频AV号","作者","发布时间","评论用户名","评论内容","点赞数","评论时间","评论ID","用户ID"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","这是个黑桃","都2.2了，我居然还能看见为了男女主撕吧的弹幕，甚至还能看到为了CP而撕起来的弹幕[笑哭]","16","2024-05-10 19:12:53","220782397504","436763699"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","轻羅小扇","黑天鹅说的致命破绽还有一个，是2.0地图刚刚出的时候就有提到的，现实白日梦酒店的折纸小鸟湛蓝爵士，文案里明确说折纸小鸟只在梦里出现，除了米莎之外的破绽，这点当时也有人提到了，还以为是剧情bug，没想到证实了，也就是说在2.0的现实梦境酒店就已经是梦了","8","2024-05-10 01:35:58","220685183664","357612343"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","末日残云","强烈建议知更鸟大招可以改成她的几首歌随机，不要单单只是一首歌！","11","2024-05-13 21:21:45","221292416976","296668156"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","抱着太阳的何先生","别搞男女主对立，该死，切忌各位。","16","2024-05-12 10:52:25","221041366144","373931062"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","可可利亚的造物引擎","关于现在的争端，其实只要认清一点就行了，这首歌在剧情里是知更鸟唱的，然后这首个塑造的角色有知更鸟也有流萤，但目前用于对流萤的塑造更偏重一点，无论是在游戏剧情或者官方视频甚至演唱会也是，所以这首歌想起很多人想到的都是流萤，这种绑定程度说是角色曲也不为过，只要分清这一点，我觉得根本不会有争端，除非有魔怔和不怀好意的人在带节奏","14","2024-05-12 20:59:19","221131273024","615831051"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","今天的风甚是喧闹阿","论网易的离谱程度","7","2024-05-10 09:18:03","220706471920","303222060"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","落叶小师弟","555这张图好美，有没有大佬能把字幕去了[跪了]","7","2024-05-09 19:38:02","220633694272","384378876"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","手刃燒雞娶流螢","聽著天台的音樂 想起來少女那柔軟的笑容 想起來少女那甜美的聲音 笑起來少女那動人的眼眸 於最燦爛的午夜，聽著少女最淒美的遭遇  多美的一刻啊 時光永遠停滯在這黃金的時刻 「星穹列車的無名客，與我。」 明明只是夢中邊境不起眼的一角 彷彿，置身於僅有妳我的，唯一的宇宙 你我是生命中最燦爛的，唯一的星  「對…不起…」  名為「死亡」的迷因穿透了她脆弱的身軀 名為「憤恨」的情緒填滿了我殘破的心靈 而後 名為「空虛」的感受佔據了我淌血的胸膛 一次次的重遊故地，然而，沒有妳，就連不會結束的白夜也褪色得毫無價值  帶著空虛與悲傷，在令史的長刀出鞘之間 一抹螢光，於夢的交接處 重新點燃了我心中已然死亡的螢火 是她，是她，是她  如果可以，我願用上一切努力 只為重新擁抱妳  流螢，我愛妳  ——你的開拓者","7","2024-05-09 14:39:04","220595039088","3493265049389496"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","我不是文少爷","美神","7","2024-05-09 12:08:29","220575630064","364214133"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","如鹤飞落绝云间","祝知更鸟小姐专辑大热 我想……听那个，可以吗[原神_哇]","7","2024-05-09 12:01:50","220574534464","1490079027"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","民国豌豆","不过这次剧情真的把银技的逼格又拉高了，人都到虚无边境了都能给顺手拉回来，银枝高低得是伊德莉拉神选 [妙啊][妙啊]","11801","2024-05-09 12:10:41","220575957568","484465441"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","星宇昴","不对，这弹幕是脚本，每个视频里都有发这些钓鱼的，男女玩家都别被钓了，md","14","2024-05-23 10:52:16","222756714192","2291349"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","民国豌豆","不过这次剧情真的把银技的逼格又拉高了，人都到虚无边境了都能给顺手拉回来，银枝高低得是伊德莉拉神选 [妙啊][妙啊]","11801","2024-05-09 12:10:41","220575957568","484465441"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","春日归来之歌","好喜欢妹宝[崩坏3·光辉矢愿_比心][崩坏3·光辉矢愿_比心]","6","2024-05-13 12:21:49","221217966896","87804779"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","元素转换","过了剧情之后，米沙就永远离开我们了，甚至发短信都不回（像极了我前女友[doge]）","6","2024-05-09 19:30:11","220632567904","76964280"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","砂金Aventurine-","轮到我了[脱单doge]","6","2024-05-09 12:01:07","220574583008","223236380"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","妁旳纛醴","文案组还有五学家（喜）","6","2024-05-11 09:22:51","220865454160","3537113970641811"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","若若雪酱","加拉赫，米沙，四星剩下活着的没几个了[藏狐]这就是崩坏吗","3017","2024-05-09 12:27:25","220578519152","392773782"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","虚空猫粮","《使一颗心免于悲伤》不是属于任何人的角色曲，而是匹诺康尼每个人的曲子","4440","2024-05-10 09:54:13","220710309392","638052124"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","HackerRabbit","米哈游这是从知更鸟手中拿到版权了？厉害啊[doge]","4701","2024-05-09 12:01:37","220574526048","473218769"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","-Argenti-","为什么不能提知更鸟啊，名义上这歌就是知更鸟唱的啊……又没说这是知更鸟个人曲………各打五十大板有点拉偏架了………","12","2024-05-10 01:26:33","220684544224","34607069"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","昔时懒回顾","这是属于匹诺康尼所有人的歌。一味地纠结小情小爱对不起这个故事。","10","2024-05-09 15:47:25","220602726400","24486885"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","不懂景恒的永别了","家人们我一口气吃了一百张空气蛹[星星眼]永远支持全寰宇最伟大的歌者知更鸟小姐！她值得！[崩坏：星穹铁道_心]","10","2024-05-09 12:09:36","220575845584","73286555"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","白草净华-幽宫启蜇","过完主线第一件事： 检查米哈伊尔还在不在椅子上[doge]","10","2024-05-09 12:02:07","220574636288","1039965439"
"《崩坏：星穹铁道》EP：「使一颗心免于哀伤」","BV15x4y1i7m9","1004375259","崩坏星穹铁道","2024-05-09 12:00:00","流萤萤的开拓者","同谐包容所有人，包括失熵症少女，公司的使节和流浪的芽衣。知更鸟小姐的歌声不仅仅只是一个个简单的乐符，而是对同谐，对生命的颂歌，对追求自由，秉持坚定信念一代又一代永不绝传的开拓者们的礼赞诗！","4311","2024-05-09 12:26:17","220578309264","1200462934"
